year,ready_reckoner_value,registration_date,purchaser_age,purchaser_pincode,final_area_sqft,purchaser_micromarket,developer_name,micromarket,project_pincode,primary_or_secondary,floor,rera_project_status,completion_date
,"75,52,522",14-09-2023,,396195,575,,,,,,,,
,"1,04,55,060",12-01-2024,,396210,820,,,,,,,,
,"1,83,63,295",04-03-2022,,396230,389,,,,,,,,
,"71,45,216",11-12-2019,,396235,610,,,,,,,,
,"1,19,42,328",07-01-2022,,396310,706,,,,,,,,
,"1,13,75,352",20-06-2019,,396321,443,,,,,,,,
,"1,57,61,126",09-08-2021,,396360,614,,,,,,,,
,"66,33,291",20-03-2025,,396406,"1,050",,,,,,,,
,"1,95,54,534",01-06-2023,,396445,300,,,,,,,,
,"70,92,990",31-03-2023,,396450,515,,,,,,,,
,"76,24,559",16-01-2020,,396463,574,,,,,,,,
,"1,00,42,985",08-12-2020,,396521,854,,,,,,,,
,"85,51,794",18-02-2021,,400001,597,,,,,,,,
,"35,33,926",30-10-2024,,400002,834,,,,,,,,
,"71,97,435",29-11-2019,,400003,"1,323",,,,,,,,
,"47,67,686",03-03-2023,,400004,960,,,,,,,,
,"1,77,32,990",05-04-2022,,400005,883,,,,,,,,
,"1,01,75,267",24-11-2020,,400006,"1,280",,,,,,,,
,"95,47,746",12-07-2024,,400007,442,,,,,,,,
,"1,46,45,122",13-09-2024,,400008,643,,,,,,,,
,"1,67,71,145",29-09-2022,,400009,"1,130",,,,,,,,
,"1,64,58,866",10-08-2021,,400010,850,,,,,,,,
,"1,60,24,700",06-03-2025,,400011,281,,,,,,,,
,"2,78,20,084",16-05-2023,,400012,650,,,,,,,,
,"1,55,97,413",20-03-2024,,400013,470,,,,,,,,
,"1,03,97,079",28-11-2024,,400014,715,,,,,,,,
,"83,48,348",13-01-2022,,400015,462,,,,,,,,
,"1,76,10,005",25-08-2023,,400016,625,,,,,,,,
,"2,13,24,250",18-04-2022,,400017,297,,,,,,,,
,"51,28,963",30-01-2025,,400018,"1,001",,,,,,,,
,"50,79,698",19-12-2024,,400019,575,,,,,,,,
,"1,16,04,936",10-08-2022,,400020,259,,,,,,,,
,"87,36,332",22-03-2019,,400021,577,,,,,,,,
,"1,02,05,443",06-07-2024,,400022,"1,060",,,,,,,,
,"68,76,105",10-04-2024,,400024,880,,,,,,,,
,"68,87,399",02-04-2025,,400025,297,,,,,,,,
,"97,55,133",12-04-2023,,400026,401,,,,,,,,
,"1,15,21,885",12-11-2021,,400027,738,,,,,,,,
,"95,22,914",13-11-2020,,400028,269,,,,,,,,
,"71,53,423",26-04-2023,,400029,"1,060",,,,,,,,
,"43,59,386",07-03-2024,,400030,245,,,,,,,,
,"52,01,112",19-12-2023,,400031,393,,,,,,,,
,"1,41,16,271",05-02-2019,,400033,180,,,,,,,,
,"1,51,97,755",24-05-2022,,400034,818,,,,,,,,
,"84,70,006",28-06-2024,,400036,682,,,,,,,,
,"1,61,08,482",29-08-2024,,400037,398,,,,,,,,
,"1,28,71,538",23-12-2019,,400042,462,,,,,,,,
,"46,25,870",10-11-2021,,400049,480,,,,,,,,
,"44,92,489",11-04-2022,,400050,489,,,,,,,,
,"74,27,946",27-01-2025,,400051,"1,149",,,,,,,,
,"67,07,552",14-10-2022,,400052,"1,285",,,,,,,,
,"83,51,638",21-05-2021,,400053,830,,,,,,,,
,"1,46,94,727",02-01-2023,,400054,273,,,,,,,,
,"1,03,38,981",14-08-2024,,400055,430,,,,,,,,
,"1,55,89,969",26-12-2023,,400056,427,,,,,,,,
,"37,18,159",19-07-2019,,400057,457,,,,,,,,
,"1,42,76,864",31-03-2021,,400058,400,,,,,,,,
,"1,84,10,550",15-10-2023,,400059,725,,,,,,,,
,"1,49,50,141",18-07-2024,,400060,379,,,,,,,,
,"45,91,497",10-01-2020,,400061,984,,,,,,,,
,"90,20,902",10-04-2023,,400062,413,,,,,,,,
,"2,75,67,606",15-03-2022,,400063,388,,,,,,,,
,"1,62,18,712",16-02-2024,,400064,327,,,,,,,,
,"1,02,64,121",03-08-2019,,400065,627,,,,,,,,
,"1,43,85,158",20-07-2019,,400066,708,,,,,,,,
,"95,70,348",29-10-2020,,400067,"1,048",,,,,,,,
,"1,77,07,086",29-06-2019,,400068,312,,,,,,,,
,"79,55,591",08-04-2022,,400069,824,,,,,,,,
,"1,75,70,143",05-09-2024,,400070,365,,,,,,,,
,"66,26,765",23-03-2022,,400071,216,,,,,,,,
,"70,37,422",25-11-2020,,400072,453,,,,,,,,
,"2,43,77,816",16-06-2022,,400074,580,,,,,,,,
,"73,72,511",28-12-2022,,400075,"1,482",,,,,,,,
,"1,76,12,926",21-08-2023,,400076,"1,008",,,,,,,,
,"65,23,210",07-10-2022,,400077,514,,,,,,,,
,"60,43,954",27-10-2022,,400078,817,,,,,,,,
,"1,21,44,814",12-05-2023,,400079,648,,,,,,,,
,"53,73,091",17-03-2022,,400080,420,,,,,,,,
,"1,07,05,643",05-08-2019,,400081,394,,,,,,,,
,"72,79,465",12-12-2023,,400082,615,,,,,,,,
,"82,28,218",13-02-2025,,400083,641,,,,,,,,
,"1,26,85,319",18-11-2019,,400084,409,,,,,,,,
,"1,67,80,274",03-09-2021,,400086,68,,,,,,,,
,"80,75,746",25-11-2019,,400087,543,,,,,,,,
,"83,89,500",22-11-2021,,400088,738,,,,,,,,
,"56,93,069",12-04-2024,,400089,277,,,,,,,,
,"73,23,584",30-05-2023,,400090,445,,,,,,,,
,"92,57,621",21-01-2022,,400091,540,,,,,,,,
,"1,21,74,827",08-09-2022,,400092,301,,,,,,,,
,"1,03,67,637",06-08-2024,,400093,448,,,,,,,,
,"2,30,52,736",13-07-2021,,400095,660,,,,,,,,
,"1,08,70,793",05-10-2020,,400097,630,,,,,,,,
,"83,06,700",16-11-2021,,400098,452,,,,,,,,
,"1,06,89,456",27-09-2021,,400099,"1,386",,,,,,,,
,"2,49,07,972",09-03-2023,,400101,600,,,,,,,,
,"65,48,000",29-01-2021,,400102,919,,,,,,,,
,"53,83,360",07-04-2021,,400103,593,,,,,,,,
,"2,38,93,665",29-05-2020,,400104,675,,,,,,,,
,"2,28,49,197",22-10-2020,,400107,"1,062",,,,,,,,
,"97,71,633",20-07-2023,,400601,"1,005",,,,,,,,
,"1,42,09,261",05-02-2020,,400602,534,,,,,,,,
,"45,07,340",29-08-2022,,400603,684,,,,,,,,
,"42,52,166",19-06-2023,,400604,667,,,,,,,,
,"1,33,55,717",31-03-2022,,400605,755,,,,,,,,
,"1,32,38,213",16-09-2020,,400606,"1,185",,,,,,,,
,"31,19,099",30-09-2020,,400607,930,,,,,,,,
,"72,90,772",23-01-2019,,400608,715,,,,,,,,
,"89,29,500",28-03-2022,,400610,500,,,,,,,,
,"1,69,06,554",21-03-2022,,400612,471,,,,,,,,
,"86,62,058",31-03-2024,,400614,775,,,,,,,,
,"1,21,05,205",19-04-2021,,400615,395,,,,,,,,
,"84,48,892",03-07-2023,,400701,662,,,,,,,,
,"2,04,91,301",06-10-2022,,400702,860,,,,,,,,
,"1,07,68,988",13-02-2020,,400703,396,,,,,,,,
,"1,01,54,412",25-10-2024,,400705,392,,,,,,,,
,"1,26,33,429",11-04-2025,,400706,300,,,,,,,,
,"1,08,58,291",28-01-2022,,400707,744,,,,,,,,
,"86,25,960",02-02-2021,,400708,365,,,,,,,,
,"1,08,15,186",22-05-2023,,400709,171,,,,,,,,
,"2,41,70,482",10-12-2020,,401101,248,,,,,,,,
,"1,56,70,418",20-08-2024,,401102,781,,,,,,,,
,"1,19,75,253",29-06-2020,,401103,304,,,,,,,,
,"67,89,211",09-05-2019,,401104,928,,,,,,,,
,"2,24,60,712",18-01-2021,,401105,569,,,,,,,,
,"1,13,72,249",14-01-2022,,401107,447,,,,,,,,
,"1,02,40,180",08-01-2021,,401201,366,,,,,,,,
,"84,75,633",25-02-2024,,401202,424,,,,,,,,
,"1,20,46,955",01-06-2022,,401203,784,,,,,,,,
,"1,84,63,103",31-01-2025,,401207,514,,,,,,,,
,"1,16,84,071",03-10-2024,,401208,436,,,,,,,,
,"87,61,426",25-08-2022,,401209,645,,,,,,,,
,"71,73,733",23-06-2022,,401210,762,,,,,,,,
,"41,67,257",23-12-2020,,401301,543,,,,,,,,
,"1,02,36,948",27-10-2023,,401303,840,,,,,,,,
,"44,96,092",05-07-2022,,401305,765,,,,,,,,
,"1,59,86,203",05-07-2024,,401404,884,,,,,,,,
,"62,36,368",12-11-2020,,401405,448,,,,,,,,
,"2,01,68,561",18-12-2020,,401501,703,,,,,,,,
,"1,29,02,264",11-10-2022,,401502,522,,,,,,,,
,"1,48,67,264",22-02-2024,,401503,328,,,,,,,,
,"1,94,91,419",30-03-2025,,401504,75,,,,,,,,
,"70,36,689",13-05-2019,,401506,473,,,,,,,,
,"97,60,114",21-12-2020,,401601,575,,,,,,,,
,"53,84,093",02-08-2024,,401602,690,,,,,,,,
,"1,34,20,854",30-10-2023,,401607,491,,,,,,,,
,"1,37,44,219",25-07-2022,,402103,550,,,,,,,,
,"1,26,85,473",15-01-2019,,402111,452,,,,,,,,
,"48,49,978",23-08-2022,,402112,934,,,,,,,,
,"2,00,94,797",27-03-2024,,402201,590,,,,,,,,
,"1,41,18,982",08-07-2022,,402302,653,,,,,,,,
,"75,55,619",12-03-2019,,403107,880,,,,,,,,
,"46,82,812",30-05-2019,,403110,982,,,,,,,,
,"91,83,864",30-09-2021,,403501,434,,,,,,,,
,"1,01,73,081",14-07-2023,,403502,"1,125",,,,,,,,
,"1,45,28,361",26-04-2024,,403507,883,,,,,,,,
,"99,35,568",24-02-2023,,403513,380,,,,,,,,
,"95,27,513",22-12-2023,,403723,321,,,,,,,,
,"2,12,41,350",25-07-2019,,403802,599,,,,,,,,
,"1,04,56,046",23-06-2024,,410101,680,,,,,,,,
,"1,13,19,858",24-05-2024,,410206,"2,033",,,,,,,,
,"82,51,229",10-02-2023,,410209,404,,,,,,,,
,"2,33,55,073",29-05-2024,,410210,517,,,,,,,,
,"99,25,234",20-04-2019,,410218,633,,,,,,,,
,"63,70,267",14-07-2021,,410401,599,,,,,,,,
,"1,26,60,225",07-02-2023,,411001,505,,,,,,,,
,"59,65,311",15-03-2021,,411002,"1,183",,,,,,,,
,"79,88,013",09-11-2023,,411003,378,,,,,,,,
,"1,28,97,803",21-02-2024,,411006,690,,,,,,,,
,"2,15,09,088",10-02-2021,,411007,720,,,,,,,,
,"1,55,38,170",26-07-2023,,411011,"1,197",,,,,,,,
,"73,13,162",23-09-2024,,411013,395,,,,,,,,
,"71,73,672",24-06-2023,,411014,389,,,,,,,,
,"2,37,22,114",28-01-2021,,411015,502,,,,,,,,
,"73,90,181",01-07-2020,,411017,640,,,,,,,,
,"79,21,011",07-10-2019,,411019,554,,,,,,,,
,"1,40,79,533",07-09-2022,,411020,435,,,,,,,,
,"1,47,53,503",25-06-2021,,411021,528,,,,,,,,
,"71,47,534",13-04-2022,,411027,231,,,,,,,,
,"1,08,02,805",06-10-2020,,411028,615,,,,,,,,
,"95,09,975",05-02-2025,,411030,468,,,,,,,,
,"1,57,59,485",26-07-2024,,411033,"2,009",,,,,,,,
,"65,16,760",03-08-2022,,411036,474,,,,,,,,
,"1,65,23,467",10-08-2020,,411037,573,,,,,,,,
,"47,92,346",30-01-2024,,411038,443,,,,,,,,
,"1,16,70,606",19-11-2024,,411040,389,,,,,,,,
,"1,22,96,470",20-06-2024,,411041,618,,,,,,,,
,"66,52,040",22-03-2025,,411042,569,,,,,,,,
,"44,64,472",17-01-2025,,411043,"1,300",,,,,,,,
,"38,08,222",27-11-2019,,411044,718,,,,,,,,
,"49,58,074",27-03-2025,,411045,"1,080",,,,,,,,
,"1,63,42,249",11-11-2020,,411048,595,,,,,,,,
,"1,03,98,148",28-02-2025,,411057,436,,,,,,,,
,"1,54,73,910",09-12-2022,,411058,318,,,,,,,,
,"28,72,000",24-09-2021,,411060,365,,,,,,,,
,"1,03,38,839",03-01-2022,,411061,855,,,,,,,,
,"53,01,046",29-05-2023,,412101,731,,,,,,,,
,"82,17,939",14-07-2020,,412105,976,,,,,,,,
,"3,14,01,816",07-05-2019,,413002,504,,,,,,,,
,"1,06,53,280",04-01-2020,,413213,468,,,,,,,,
,"1,28,85,515",13-07-2023,,413216,800,,,,,,,,
,"85,68,375",24-03-2022,,413307,731,,,,,,,,
,"1,91,92,280",10-02-2022,,413501,668,,,,,,,,
,"79,35,676",03-08-2020,,413512,453,,,,,,,,
,"61,81,931",15-05-2019,,413517,409,,,,,,,,
,"78,64,181",14-02-2020,,413544,938,,,,,,,,
,"1,61,74,842",28-10-2021,,414003,"1,113",,,,,,,,
,"87,10,876",28-04-2021,,415001,800,,,,,,,,
,"1,67,40,057",07-07-2021,,415015,"2,299",,,,,,,,
,"1,02,78,205",03-05-2024,,415203,630,,,,,,,,
,"80,08,272",03-05-2021,,415511,321,,,,,,,,
,"2,99,60,109",04-02-2025,,415604,778,,,,,,,,
,"50,57,645",02-01-2024,,415605,502,,,,,,,,
,"1,60,69,000",23-03-2024,,415612,681,,,,,,,,
,"2,64,63,496",24-06-2019,,415639,448,,,,,,,,
,"1,79,03,542",22-06-2021,,415703,686,,,,,,,,
,"74,74,194",16-02-2022,,415709,183,,,,,,,,
,"81,00,831",25-10-2021,,415710,398,,,,,,,,
,"53,01,508",02-12-2024,,415717,"1,160",,,,,,,,
,"1,75,88,543",05-10-2019,,415803,673,,,,,,,,
,"1,15,01,196",12-09-2022,,415807,538,,,,,,,,
,"85,29,557",15-06-2022,,416003,450,,,,,,,,
,"71,62,565",18-12-2024,,416008,"3,351",,,,,,,,
,"1,13,66,121",30-09-2023,,416012,503,,,,,,,,
,"78,27,579",27-07-2023,,416115,282,,,,,,,,
,"89,75,984",28-09-2021,,416118,535,,,,,,,,
,"43,88,177",06-05-2022,,416208,835,,,,,,,,
,"3,00,73,866",21-06-2024,,416308,647,,,,,,,,
,"1,67,72,986",14-01-2021,,416506,930,,,,,,,,
,"59,51,504",08-03-2023,,416510,789,,,,,,,,
,"91,13,196",25-05-2024,,416520,447,,,,,,,,
,"68,06,105",17-03-2021,,416522,826,,,,,,,,
,"1,78,06,172",03-11-2022,,416613,944,,,,,,,,
,"1,25,68,643",05-01-2021,,416614,950,,,,,,,,
,"56,29,176",15-02-2025,,416703,636,,,,,,,,
,"1,24,24,419",09-07-2019,,416810,"2,077",,,,,,,,
,"1,75,14,608",07-12-2020,,416812,418,,,,,,,,
,"44,97,134",21-10-2021,,421001,251,,,,,,,,
,"41,89,555",24-06-2024,,421002,750,,,,,,,,
,"1,26,07,778",02-09-2022,,421004,752,,,,,,,,
,"79,49,778",07-10-2024,,421201,439,,,,,,,,
,"1,59,19,160",12-03-2021,,421202,781,,,,,,,,
,"70,90,390",01-02-2022,,421203,717,,,,,,,,
,"1,66,48,930",03-10-2023,,421204,448,,,,,,,,
,"1,65,20,908",26-08-2022,,421301,414,,,,,,,,
,"1,51,88,329",12-02-2025,,421302,454,,,,,,,,
,"1,16,84,469",17-02-2022,,421306,816,,,,,,,,
,"1,09,82,671",22-10-2021,,421501,711,,,,,,,,
,"1,05,05,086",20-09-2021,,421503,635,,,,,,,,
,"1,70,35,599",24-02-2022,,421605,393,,,,,,,,
,"68,20,313",03-02-2023,,422002,444,,,,,,,,
,"90,86,999",30-12-2022,,422003,"1,002",,,,,,,,
,"1,06,66,497",27-08-2019,,422004,470,,,,,,,,
,"91,20,600",06-03-2024,,422005,856,,,,,,,,
,"98,54,341",15-01-2025,,422007,546,,,,,,,,
,"79,70,810",11-04-2023,,422009,470,,,,,,,,
,"1,39,50,899",27-05-2021,,422010,330,,,,,,,,
,"70,69,628",18-10-2023,,422013,546,,,,,,,,
,"1,78,65,049",08-08-2024,,422101,457,,,,,,,,
,"1,31,40,711",20-07-2022,,422303,496,,,,,,,,
,"53,43,773",13-01-2023,,422603,540,,,,,,,,
,"1,26,45,037",02-11-2022,,422611,522,,,,,,,,
,"1,66,45,200",17-01-2023,,423201,"1,122",,,,,,,,
,"1,17,13,898",30-11-2022,,423203,"1,057",,,,,,,,
,"74,53,722",05-03-2024,,424001,935,,,,,,,,
,"52,44,455",16-11-2019,,424002,632,,,,,,,,
,"95,00,000",27-11-2020,,425001,808,,,,,,,,
,"61,79,976",15-10-2020,,425201,789,,,,,,,,
,"56,61,578",21-01-2020,,425308,408,,,,,,,,
,"2,59,22,761",01-07-2024,,425405,358,,,,,,,,
,"49,09,110",04-03-2025,,431001,376,,,,,,,,
,"1,30,12,112",08-04-2019,,431003,"1,000",,,,,,,,
,"63,87,387",10-05-2022,,431005,657,,,,,,,,
,"1,35,50,000",31-05-2024,,431009,530,,,,,,,,
,"90,44,096",03-06-2024,,431203,774,,,,,,,,
,"1,26,53,378",24-02-2025,,440002,404,,,,,,,,
,"86,45,214",26-08-2021,,440008,781,,,,,,,,
,"36,06,504",02-08-2019,,440009,711,,,,,,,,
,"1,18,58,225",12-07-2022,,440012,361,,,,,,,,
,"1,09,34,568",07-07-2022,,440013,848,,,,,,,,
,"74,63,710",06-02-2020,,440015,260,,,,,,,,
,"1,98,11,547",17-01-2024,,440017,985,,,,,,,,
,"1,26,60,090",16-03-2019,,440022,383,,,,,,,,
,"83,51,655",08-11-2019,,440034,250,,,,,,,,
,"1,45,62,957",26-03-2022,,440035,942,,,,,,,,
,"32,97,365",27-09-2023,,441002,339,,,,,,,,
,"70,74,954",12-02-2019,,441106,676,,,,,,,,
,"2,54,28,513",01-11-2019,,441108,"1,002",,,,,,,,
,"2,05,39,065",21-01-2025,,441204,396,,,,,,,,
,"1,00,24,206",29-03-2025,,441601,578,,,,,,,,
,"73,81,784",17-12-2019,,442907,333,,,,,,,,
,"1,40,56,000",02-02-2024,,444001,"1,691",,,,,,,,
,"1,03,81,501",16-04-2021,,444303,270,,,,,,,,
,"40,07,479",22-10-2019,,444404,775,,,,,,,,
,"1,35,49,543",29-01-2024,,444605,795,,,,,,,,
,"2,12,82,717",08-11-2023,,444803,835,,,,,,,,
,"1,87,13,875",10-06-2022,,444806,240,,,,,,,,
,"1,27,90,361",22-09-2023,,445001,691,,,,,,,,
,"1,39,14,087",02-02-2023,,445301,683,,,,,,,,
,"53,00,858",31-05-2021,,445302,"1,196",,,,,,,,
,"84,57,800",17-01-2019,,450331,483,,,,,,,,
,"1,20,37,498",03-10-2019,,451001,700,,,,,,,,
,"1,42,94,212",20-02-2019,,452001,732,,,,,,,,
,"1,03,74,816",01-06-2024,,452003,270,,,,,,,,
,"2,48,35,280",19-12-2020,,452009,485,,,,,,,,
,"61,03,021",11-01-2021,,452010,488,,,,,,,,
,"1,33,17,682",06-07-2019,,452016,955,,,,,,,,
,"76,36,147",16-09-2024,,452018,"1,195",,,,,,,,
,"53,66,949",17-10-2023,,453331,516,,,,,,,,
,"49,88,886",30-12-2024,,456006,320,,,,,,,,
,"50,93,000",17-05-2023,,456010,425,,,,,,,,
,"1,37,44,277",19-05-2023,,457001,661,,,,,,,,
,"45,79,210",14-05-2021,,458001,243,,,,,,,,
,"68,68,084",29-01-2020,,458002,837,,,,,,,,
,"72,21,408",22-06-2024,,458228,572,,,,,,,,
,"80,75,369",04-02-2019,,458441,500,,,,,,,,
,"89,34,328",28-10-2022,,461331,720,,,,,,,,
,"52,70,502",18-10-2019,,462001,641,,,,,,,,
,"2,04,71,067",15-09-2023,,462003,654,,,,,,,,
,"75,50,797",02-06-2021,,462016,383,,,,,,,,
,"1,16,00,083",12-03-2020,,462039,798,,,,,,,,
,"1,36,92,691",13-11-2024,,462042,335,,,,,,,,
,"74,86,187",16-08-2024,,464001,404,,,,,,,,
,"1,40,34,280",16-03-2021,,470002,281,,,,,,,,
,"47,88,025",23-11-2022,,470661,700,,,,,,,,
,"1,25,57,148",07-06-2024,,474001,760,,,,,,,,
,"41,44,849",13-12-2023,,474011,"1,028",,,,,,,,
,"1,13,16,523",13-03-2019,,482001,529,,,,,,,,
,"1,57,13,505",05-07-2023,,482002,698,,,,,,,,
,"38,83,889",12-01-2021,,485001,943,,,,,,,,
,"1,58,44,450",25-03-2021,,485005,878,,,,,,,,
,"26,31,470",04-05-2022,,485331,757,,,,,,,,
,"76,23,746",18-05-2023,,487001,346,,,,,,,,
,"59,39,466",22-09-2020,,487551,595,,,,,,,,
,"2,46,86,628",03-05-2019,,492001,554,,,,,,,,
,"97,38,534",08-07-2021,,493773,656,,,,,,,,
,"1,33,63,910",10-11-2023,,495001,510,,,,,,,,
,"89,40,512",03-03-2020,,497335,646,,,,,,,,
,"1,59,86,590",26-03-2025,,500007,785,,,,,,,,
,"53,58,905",25-05-2023,,500009,408,,,,,,,,
,"1,12,57,796",31-12-2020,,500010,679,,,,,,,,
,"1,15,21,529",21-12-2019,,500016,312,,,,,,,,
,"87,28,292",18-09-2020,,500018,"1,018",,,,,,,,
,"1,14,23,926",06-06-2024,,500027,615,,,,,,,,
,"40,60,823",07-06-2022,,500035,465,,,,,,,,
,"76,31,843",26-10-2021,,500036,761,,,,,,,,
,"1,12,24,089",26-06-2024,,500040,479,,,,,,,,
,"75,74,168",16-03-2023,,500084,260,,,,,,,,
,"53,94,903",02-09-2024,,500089,704,,,,,,,,
,"85,56,510",09-02-2023,,503224,371,,,,,,,,
,"1,03,43,570",22-03-2024,,507101,"1,325",,,,,,,,
,"96,21,363",09-08-2019,,532185,435,,,,,,,,
,"78,60,784",19-09-2024,,533103,507,,,,,,,,
,"1,55,86,659",23-02-2019,,534202,"1,211",,,,,,,,
,"1,90,23,086",11-09-2019,,534207,428,,,,,,,,
,"1,46,15,417",19-10-2022,,534211,416,,,,,,,,
,"1,93,03,702",05-04-2019,,534406,655,,,,,,,,
,"68,42,405",08-09-2021,,535001,"2,042",,,,,,,,
,"1,49,51,476",17-11-2022,,560001,698,,,,,,,,
,"1,14,99,280",20-08-2019,,560010,498,,,,,,,,
,"35,43,912",21-04-2023,,560013,500,,,,,,,,
,"1,26,42,852",21-08-2024,,560035,677,,,,,,,,
,"1,16,11,448",03-09-2020,,560037,427,,,,,,,,
,"49,01,183",04-09-2023,,560040,"1,247",,,,,,,,
,"1,23,30,384",09-11-2020,,560043,"1,040",,,,,,,,
,"95,67,176",22-07-2024,,560049,985,,,,,,,,
,"93,56,036",24-02-2024,,560062,805,,,,,,,,
,"51,80,067",25-02-2022,,560064,415,,,,,,,,
,"1,53,21,616",02-05-2024,,560068,411,,,,,,,,
,"1,85,37,781",02-05-2022,,560076,285,,,,,,,,
,"90,76,607",20-01-2021,,560077,318,,,,,,,,
,"79,07,442",21-09-2020,,560085,412,,,,,,,,
,"50,06,070",05-11-2019,,560093,379,,,,,,,,
,"1,41,89,904",10-03-2021,,560100,753,,,,,,,,
,"61,08,100",21-11-2019,,560102,915,,,,,,,,
,"1,13,67,348",20-11-2020,,560103,980,,,,,,,,
,"2,14,96,177",06-09-2022,,574110,946,,,,,,,,
,"1,00,14,988",24-01-2025,,574115,431,,,,,,,,
,"44,10,763",27-05-2024,,574116,595,,,,,,,,
,"68,13,961",07-04-2022,,574142,"1,385",,,,,,,,
,"1,44,13,557",22-11-2022,,574146,587,,,,,,,,
,"89,91,054",30-08-2022,,575001,"1,117",,,,,,,,
,"3,27,57,951",03-06-2022,,575002,520,,,,,,,,
,"1,38,17,278",07-03-2022,,575003,548,,,,,,,,
,"81,79,891",03-07-2019,,575007,729,,,,,,,,
,"80,00,024",19-05-2020,,575008,268,,,,,,,,
,"92,36,071",19-05-2021,,576101,413,,,,,,,,
,"1,50,91,905",14-10-2021,,576104,939,,,,,,,,
,"70,27,779",28-02-2019,,576120,384,,,,,,,,
,"1,27,23,395",18-03-2024,,576121,667,,,,,,,,
,"80,14,884",30-01-2020,,576218,850,,,,,,,,
,"68,12,294",15-04-2019,,577401,390,,,,,,,,
,"1,52,47,020",13-03-2025,,580023,465,,,,,,,,
,"92,67,062",24-12-2021,,580030,409,,,,,,,,
,"1,97,43,339",28-09-2022,,583275,475,,,,,,,,
,"35,56,307",13-10-2021,,584101,"1,112",,,,,,,,
,"1,50,75,345",10-08-2023,,585101,"1,379",,,,,,,,
,"78,27,739",26-11-2021,,585401,684,,,,,,,,
,"1,16,43,000",29-06-2021,,585421,554,,,,,,,,
,"48,98,867",03-11-2023,,590005,280,,,,,,,,
,"2,00,98,463",04-12-2020,,590006,325,,,,,,,,
,"95,13,907",26-06-2020,,590008,521,,,,,,,,
,"94,97,334",05-04-2024,,591303,234,,,,,,,,
,"67,12,808",07-08-2019,,600010,795,,,,,,,,
,"81,63,076",18-06-2021,,600011,456,,,,,,,,
,"99,35,142",25-01-2023,,600018,689,,,,,,,,
,"2,06,00,109",05-12-2024,,600041,717,,,,,,,,
,"1,45,66,471",17-05-2022,,600042,"1,130",,,,,,,,
,"61,69,252",09-09-2024,,600084,"1,320",,,,,,,,
,"1,31,56,746",27-08-2021,,600115,380,,,,,,,,
,"48,10,122",10-04-2019,,600116,548,,,,,,,,
,"45,28,531",28-08-2023,,624001,517,,,,,,,,
,"1,17,96,897",14-02-2019,,625020,520,,,,,,,,
,"70,77,002",30-07-2021,,625556,204,,,,,,,,
,"1,37,57,385",16-02-2023,,636004,440,,,,,,,,
,"1,58,92,161",13-01-2020,,641029,880,,,,,,,,
,"1,10,65,623",29-02-2024,,641045,424,,,,,,,,
,"1,17,35,804",24-11-2022,,670001,673,,,,,,,,
,"98,03,412",17-03-2025,,670706,291,,,,,,,,
,"3,66,52,248",20-10-2021,,670731,656,,,,,,,,
,"43,82,538",12-02-2024,,682020,708,,,,,,,,
,"2,24,99,757",20-03-2020,,682506,900,,,,,,,,
,"55,50,561",10-09-2020,,683102,765,,,,,,,,
,"99,24,124",02-09-2020,,686540,636,,,,,,,,
,"1,47,05,164",15-07-2024,,688007,292,,,,,,,,
,"1,91,54,749",27-12-2024,,695011,275,,,,,,,,
,"1,36,96,950",27-10-2021,,695043,231,,,,,,,,
,"71,73,619",04-08-2023,,700004,690,,,,,,,,
,"56,88,641",30-08-2023,,700005,462,,,,,,,,
,"1,04,01,743",21-04-2022,,700009,385,,,,,,,,
,"46,82,168",08-12-2022,,700010,269,,,,,,,,
,"2,31,73,012",09-09-2019,,700012,423,,,,,,,,
,"1,71,32,237",01-04-2024,,700017,455,,,,,,,,
,"56,78,633",18-05-2021,,700019,"1,161",,,,,,,,
,"1,97,44,846",31-01-2024,,700020,"1,166",,,,,,,,
,"33,50,687",06-12-2022,,700028,555,,,,,,,,
,"1,84,93,691",27-06-2023,,700029,390,,,,,,,,
,"1,26,81,105",22-10-2024,,700032,375,,,,,,,,
,"86,67,279",23-02-2021,,700037,585,,,,,,,,
,"1,03,47,500",29-04-2024,,700038,530,,,,,,,,
,"3,37,01,207",05-12-2019,,700039,736,,,,,,,,
,"1,36,26,800",11-03-2022,,700040,309,,,,,,,,
,"1,21,72,700",26-02-2021,,700042,460,,,,,,,,
,"83,94,047",22-05-2020,,700047,866,,,,,,,,
,"91,47,650",20-12-2022,,700052,511,,,,,,,,
,"94,07,954",24-01-2019,,700054,987,,,,,,,,
,"1,08,78,098",12-06-2019,,700055,865,,,,,,,,
,"1,76,68,850",20-03-2021,,700061,360,,,,,,,,
,"44,82,256",15-12-2020,,700064,912,,,,,,,,
,"2,42,60,487",16-02-2021,,700065,416,,,,,,,,
,"3,14,44,020",16-07-2024,,700067,473,,,,,,,,
,"1,56,30,015",13-02-2019,,700070,241,,,,,,,,
,"1,11,06,472",20-01-2020,,700075,457,,,,,,,,
,"56,03,401",20-08-2021,,700082,"1,372",,,,,,,,
,"2,28,27,073",17-02-2024,,700084,567,,,,,,,,
,"1,41,73,823",14-06-2019,,700091,606,,,,,,,,
,"1,34,74,939",05-03-2021,,700095,356,,,,,,,,
,"69,27,388",12-09-2024,,700097,249,,,,,,,,
